-85,-84,-69
-85,-87,-74
-82,-87,-81
-84,-86,-79
-84,-88,-80
-85,-87,-82
-85,-88,-80
-84,-87,-75
-83,-87,-75
-83,-86,-80
-84,-91,-79
-84,-91,-81
-82,-83,-80
-85,-84,-80
-83,-85,-82
-82,-84,-75
-83,-86,-82
-85,-84,-80
-85,-88,-80
-82,-88,-84
-84,-89,-83
-85,-90,-83
-85,-89,-76
-83,-89,-81
-84,-88,-83
-83,-91,-84
-82,-88,-82
-86,-90,-76
-82,-90,-83
-83,-89,-83
-85,-88,-81
-84,-87,-80
-84,-91,-84
-85,-90,-81
-84,-87,-75
-84,-91,-82
-85,-90,-76
-84,-90,-76
-84,-91,-77
-84,-90,-80
-83,-91,-81
-83,-88,-81
-83,-88,-81
-86,-87,-75
-84,-87,-75
-82,-86,-74
-83,-88,-83
-84,-86,-74
-82,-86,-75
-84,-89,-74
-85,-89,-80
-84,-87,-82
-84,-90,-81
-84,-89,-81
-85,-91,-82
-85,-91,-77
-82,-87,-81
-86,-90,-76
-84,-88,-81
-82,-86,-80
-83,-89,-82
-86,-87,-79
-82,-87,-79
-82,-90,-76
-84,-88,-77
-82,-87,-83
-84,-88,-76
-86,-89,-80
-82,-89,-83
-82,-89,-82
-82,-88,-82
-86,-87,-75
-84,-87,-80
-85,-90,-81
-85,-86,-80
-84,-86,-82
-82,-90,-80
-85,-90,-81
-84,-90,-82
-85,-89,-84
-85,-88,-77
-85,-90,-80
-85,-91,-77
-85,-87,-75
-83,-88,-81
-86,-88,-83
-82,-88,-75
-82,-90,-76
-83,-89,-80
-83,-86,-82
-82,-90,-81
-86,-88,-83
-83,-88,-77
-85,-87,-82
-85,-87,-77
-85,-67,-82
-84,-87,-82
-84,-88,-77
-84,-88,-76
-86,-86,-81
-83,-88,-82
-84,-89,-82
-84,-91,-76
-85,-89,-76
-86,-87,-76
-85,-88,-77
-85,-88,-76
-85,-88,-75
-86,-89,-82
-84,-89,-80
-84,-90,-77
-84,-88,-82
-86,-87,-84
-86,-90,-80
-82,-88,-80
-83,-89,-80
-83,-90,-75
-82,-88,-83
-82,-87,-80
-82,-90,-82
-82,-89,-83
-85,-89,-76
-83,-88,-80
-85,-90,-83
-85,-89,-76
-82,-87,-75
-85,-89,-76
-82,-89,-81
-86,-87,-79
-85,-85,-83
-84,-91,-81
-85,-87,-82
-82,-88,-76
-84,-88,-81
-87,-87,-82
-84,-88,-80
-85,-87,-80
-86,-89,-82
-82,-89,-84
-82,-88,-76
-83,-87,-82
-83,-88,-80
-84,-88,-76
-83,-89,-75
-81,-86,-80
-84,-89,-83
-85,-87,-77
-85,-88,-82
-85,-86,-74
-86,-87,-82
-82,-86,-80
-85,-68,-83
-83,-87,-81
-82,-87,-80
-85,-89,-75
-85,-89,-82
-84,-87,-83
-84,-88,-76
-82,-85,-83
-86,-87,-80
-86,-87,-82
-84,-88,-79
-83,-86,-83
-83,-87,-83
-82,-86,-81
-84,-90,-84
-83,-89,-81
-84,-86,-80
-82,-87,-82
-85,-86,-80
-83,-88,-83
-84,-88,-79
-83,-88,-75
-84,-89,-75
-83,-87,-84
-81,-88,-83
-83,-87,-75
-63,-87,-80
-82,-89,-81
-85,-86,-77
-85,-87,-76
-81,-89,-84
-82,-89,-83
-82,-89,-83
-83,-90,-81
-63,-86,-83
-82,-91,-80
-83,-89,-82
-82,-90,-80
-85,-86,-75
-85,-90,-81
-82,-90,-83
-82,-87,-77
-85,-89,-75
-82,-87,-83
-82,-89,-82
-82,-90,-83
-83,-86,-83
-85,-90,-83
-82,-88,-79
-84,-69,-76
-84,-87,-76
-85,-87,-83
-83,-90,-82
-82,-89,-80
-85,-90,-84
-83,-90,-76
-85,-91,-81
-84,-85,-77
-81,-84,-75
-83,-89,-75
-87,-87,-76
-86,-89,-76
-85,-84,-76
-85,-85,-80
-65,-85,-80
-83,-86,-76
-84,-87,-78
-85,-89,-81
-85,-86,-81
-84,-86,-80
-83,-87,-80
-84,-86,-80
-86,-89,-80
-87,-86,-80
-85,-85,-77
-84,-91,-82
-85,-85,-76
-85,-85,-82
-86,-88,-78
-85,-87,-81
-84,-89,-82
-84,-86,-76
-85,-89,-81
-84,-89,-82
-85,-88,-81
-85,-88,-80
-85,-90,-77
-86,-88,-81
-86,-85,-80
-84,-87,-80
-84,-89,-77
-85,-87,-82
-84,-87,-79
-85,-88,-81
-83,-89,-80
-84,-87,-81
-85,-85,-76
-85,-89,-80
-85,-88,-80
-85,-87,-76
-85,-86,-81
-84,-86,-81
-84,-89,-80
-85,-90,-81
-85,-87,-81
-84,-88,-81
-84,-90,-81
-84,-87,-77
-84,-88,-81
-86,-90,-80
-86,-89,-81
-85,-88,-76
-86,-87,-81
-87,-87,-81
-86,-84,-80
-86,-89,-76
-85,-89,-80
-86,-90,-81
-84,-88,-81
-83,-81,-82
-88,-86,-75
-86,-87,-81
-87,-86,-82
-84,-86,-82
-83,-84,-79
-85,-90,-80
-84,-90,-81
-84,-90,-81
-87,-88,-80
-83,-89,-79
-83,-87,-81
-85,-85,-80
-77,-88,-87
-79,-91,-85
-78,-85,-83
-71,-86,-75
-73,-82,-83
-70,-76,-73
-74,-81,-75
-74,-85,-74
-74,-82,-80
-74,-85,-77
-75,-84,-80
-78,-76,-83
-71,-79,-89
-75,-77,-78
-82,-76,-70
-73,-78,-74
-71,-76,-75
-72,-76,-71
-72,-76,-75
-72,-77,-71
-71,-75,-71
-71,-75,-75
-71,-75,-75
-71,-76,-71
-71,-75,-74
-71,-76,-75
-71,-75,-74
-71,-75,-71
-71,-75,-74
-70,-75,-75
-71,-74,-71
-70,-74,-80
-70,-75,-81
-70,-75,-79
-71,-74,-84
-71,-74,-78
-70,-74,-76
-71,-74,-81
-72,-78,-83
-71,-78,-81
-70,-73,-73
-70,-77,-74
-71,-75,-77
-72,-78,-82
-71,-57,-84
-50,-78,-79
-70,-76,-80
-69,-76,-81
-71,-77,-76
-70,-77,-81
-71,-74,-74
-70,-76,-80
-70,-76,-79
-70,-78,-81
-70,-77,-82
-69,-75,-75
-70,-75,-80
-70,-76,-80
-70,-75,-81
-69,-76,-81
-70,-79,-76
-70,-77,-75
-69,-78,-81
-70,-77,-81
-70,-76,-80
-70,-77,-76
-70,-77,-76
-71,-77,-79
-70,-78,-82
-71,-76,-80
-70,-75,-81
-71,-75,-78
-70,-74,-74
-70,-75,-74
-70,-75,-79
-70,-74,-72
-70,-76,-80
-71,-76,-79
-71,-56,-79
-71,-74,-76
-70,-76,-79
-70,-74,-78
-70,-76,-73
-71,-74,-80
-71,-74,-80
-70,-74,-81
-70,-76,-79
-71,-75,-78
-70,-77,-74
-70,-75,-75
-70,-75,-75
-71,-75,-80
-71,-75,-80
-70,-75,-81
-70,-75,-80
-70,-75,-80
-70,-77,-75
-70,-76,-81
-70,-76,-79
-71,-75,-79
-71,-78,-79
-70,-76,-79
-71,-78,-79
-71,-76,-75
-71,-76,-80
-70,-76,-81
-71,-76,-76
-71,-76,-79
-71,-76,-81
-70,-78,-80
-71,-78,-81
-71,-79,-80
-71,-78,-80
-71,-78,-80
-71,-77,-80
-71,-76,-76
-70,-79,-81
-71,-76,-81
-71,-75,-80
-70,-76,-81
-71,-80,-76
-71,-79,-81
-71,-79,-75
-71,-77,-80
-71,-79,-81
-71,-77,-81
-71,-76,-82
-71,-79,-82
-71,-80,-83
-71,-80,-82
-71,-77,-76
-71,-80,-82
-71,-80,-83
-71,-57,-83
-70,-77,-72
-71,-75,-77
-71,-74,-74
-70,-75,-74
-70,-76,-73
-71,-76,-82
-71,-78,-85
-70,-78,-74
-70,-75,-80
-70,-77,-80
-70,-79,-78
-71,-78,-83
-71,-75,-77
-71,-79,-84
-71,-76,-84
-71,-79,-82
-71,-76,-82
-71,-79,-82
-71,-77,-77
-71,-78,-83
-70,-80,-84
-70,-79,-83
-70,-77,-77
-70,-77,-82
-70,-79,-77
-71,-77,-83
-70,-76,-82
-71,-76,-83
-71,-76,-84
-70,-76,-82
-71,-75,-80
-71,-78,-76
-70,-78,-76
-71,-76,-77
-71,-79,-76
-71,-76,-76
-71,-76,-83
-71,-76,-76
-71,-78,-83
-70,-77,-74
-71,-75,-81
-70,-75,-75
-71,-76,-81
-70,-76,-76
-71,-76,-76
-71,-75,-83
-70,-76,-81
-70,-75,-80
-70,-76,-80
-71,-78,-76
-70,-77,-76
-70,-75,-77
-70,-76,-75
-71,-76,-76
-70,-76,-83
-71,-75,-76
-70,-76,-83
-71,-78,-76
-71,-78,-77
-71,-78,-77
-71,-76,-84
-71,-76,-83
-71,-76,-81
-71,-76,-81
-71,-76,-82
-71,-75,-82
-71,-81,-86
-71,-83,-85
-71,-77,-87
-71,-79,-87
-70,-76,-78
-71,-79,-80
-71,-77,-82
-70,-76,-81
-70,-80,-82
-71,-75,-77
-71,-78,-87
-70,-80,-84
-71,-80,-79
-71,-78,-83
-71,-76,-85
-71,-80,-85
-71,-77,-80
-71,-78,-79
-71,-78,-83
-72,-76,-79
-71,-80,-79
-71,-77,-79
-71,-77,-83
-71,-81,-79
-71,-78,-86
-71,-77,-81
-71,-77,-86
-71,-77,-77
-70,-79,-84
-71,-78,-84
-71,-80,-79
-71,-77,-83
-70,-76,-82
-71,-76,-83
-70,-76,-84
-72,-78,-75
-70,-75,-76
-71,-75,-80
-71,-80,-79
-71,-77,-83
-71,-80,-80
-71,-81,-84
-71,-77,-86
-72,-78,-85
-71,-77,-85
-71,-81,-87
-71,-78,-80
-71,-82,-80
-71,-82,-80
-71,-83,-82
-70,-83,-86
-70,-77,-78
-71,-77,-86
-71,-80,-86
-71,-77,-85
-71,-77,-78
-70,-80,-82
-71,-81,-82
-72,-76,-85
-71,-77,-85
-71,-80,-79
-70,-76,-82
-71,-76,-79
-70,-76,-77
-70,-79,-77
-70,-76,-77
-70,-76,-82
-72,-79,-80
-74,-80,-80
-74,-86,-82
-74,-84,-83
-72,-80,-86
-73,-78,-82
-73,-87,-86
-72,-91,-82
-71,-81,-80
-72,-80,-86
-72,-79,-82
-74,-79,-87
-73,-88,-85
-72,-85,-82
-72,-80,-86
-73,-82,-82
-72,-79,-84
-73,-84,-81
-72,-81,-81
-73,-80,-83
-73,-80,-83
-72,-84,-89
-72,-84,-83
-72,-80,-80
-72,-85,-82
-73,-82,-83
-74,-88,-79
-74,-82,-83
-73,-81,-82
-73,-84,-80
-74,-86,-85
-74,-82,-82
-73,-82,-81
-67,-87,-90
-72,-81,-79
-68,-90,-84
-67,-82,-89
-59,-83,-82
-69,-86,-84
-67,-83,-81
-65,-82,-77
-81,-81,-76
-80,-88,-75
-62,-83,-80
-68,-85,-78
-69,-84,-80
-66,-88,-73
-70,-90,-79
-72,-90,-79
-70,-90,-74
-71,-85,-79
-72,-88,-74
-71,-85,-79
-69,-88,-77
-71,-85,-77
-70,-87,-80
-70,-87,-75
-69,-85,-75
-69,-92,-78
-69,-85,-74
-67,-84,-75
-70,-83,-74
-79,-87,-78
-79,-86,-74
-62,-85,-73
-65,-86,-82
-69,-83,-83
-70,-88,-79
-61,-85,-83
-77,-83,-84
-65,-81,-78
-69,-84,-79
-74,-86,-79
-68,-85,-76
-65,-84,-77
-66,-85,-83
-68,-87,-79
-67,-83,-85
-72,-86,-88
-69,-90,-80
-68,-89,-83
-81,-87,-76
-68,-85,-78
-70,-83,-79
-69,-85,-78
-70,-86,-78
-70,-83,-76
-67,-79,-82
